State,Filed week ended,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate
Missouri,2020-03-21,42246,2020-03-14,21538,2749100,0.78
Missouri,2020-03-28,104291,2020-03-21,49470,2749100,1.80
Missouri,2020-04-04,91458,2020-03-28,121467,2749100,4.42
Missouri,2020-04-11,102126,2020-04-04,178710,2794254,6.40
Missouri,2020-04-18,59602,2020-04-11,227557,2794254,8.14
Missouri,2020-04-25,55299,2020-04-18,255798,2794254,9.15
Missouri,2020-05-02,52527,2020-04-25,246663,2794254,8.83
Missouri,2020-05-09,31145,2020-05-02,266230,2794254,9.53
Missouri,2020-05-16,28244,2020-05-09,261840,2794254,9.37
Missouri,2020-05-23,27436,2020-05-16,255374,2794254,9.14
Missouri,2020-05-30,20650,2020-05-23,242173,2794254,8.67
Missouri,2020-06-06,19907,2020-05-30,236531,2794254,8.46
Missouri,2020-06-13,18912,2020-06-06,218596,2794254,7.82
Missouri,2020-06-20,17358,2020-06-13,210195,2794254,7.52
Missouri,2020-06-27,20008,2020-06-20,204121,2794254,7.31
Missouri,2020-07-04,17685,2020-06-27,205120,2794254,7.34
Missouri,2020-07-11,16883,2020-07-04,197311,2744087,7.19
Missouri,2020-07-18,12332,2020-07-11,177150,2744087,6.46
Missouri,2020-07-25,14938,2020-07-18,182144,2744087,6.64
Missouri,2020-08-01,10900,2020-07-25,175874,2744087,6.41
Missouri,2020-08-08,9015,2020-08-01,147017,2744087,5.36
Missouri,2020-08-15,10654,2020-08-08,132730,2744087,4.84
Missouri,2020-08-22,9283,2020-08-15,118713,2744087,4.33
Missouri,2020-08-29,10509,2020-08-22,105318,2744087,3.84
Missouri,2020-09-05,10891,2020-08-29,97082,2744087,3.54
Missouri,2020-09-12,8936,2020-09-05,86832,2744087,3.16
Missouri,2020-09-19,8153,2020-09-12,77725,2744087,2.83
Missouri,2020-09-26,7353,2020-09-19,71313,2744087,2.60
Missouri,2020-10-03,8945,2020-09-26,70470,2744087,2.57
Missouri,2020-10-10,10522,2020-10-03,60725,2748342,2.21
Missouri,2020-10-17,8728,2020-10-10,57846,2748342,2.10
Missouri,2020-10-24,7802,2020-10-17,56392,2748342,2.05
Missouri,2020-10-31,8158,2020-10-24,55448,2748342,2.02
Montana,2019-01-05,1565,2018-12-29,10527,447698,2.35
Montana,2019-01-12,1783,2019-01-05,10996,448795,2.45
Montana,2019-01-19,1197,2019-01-12,10825,448795,2.41
Montana,2019-01-26,1056,2019-01-19,11347,448795,2.53
Montana,2019-02-02,1130,2019-01-26,11301,448795,2.52
Montana,2019-02-09,1417,2019-02-02,11497,448795,2.56
Montana,2019-02-16,1052,2019-02-09,11853,448795,2.64
Montana,2019-02-23,868,2019-02-16,11937,448795,2.66
Montana,2019-03-02,1020,2019-02-23,11842,448795,2.64
Montana,2019-03-09,904,2019-03-02,12024,448795,2.68
Montana,2019-03-16,774,2019-03-09,11601,448795,2.58
Montana,2019-03-23,729,2019-03-16,10768,448795,2.40
Montana,2019-03-30,701,2019-03-23,9979,448795,2.22
Montana,2019-04-06,739,2019-03-30,9428,448795,2.10
Montana,2019-04-13,815,2019-04-06,8096,450098,1.80
Montana,2019-04-20,767,2019-04-13,7558,450098,1.68
Montana,2019-04-27,856,2019-04-20,6498,450098,1.44
Montana,2019-05-04,762,2019-04-27,5989,450098,1.33
Montana,2019-05-11,595,2019-05-04,5609,450098,1.25
Montana,2019-05-18,624,2019-05-11,5052,450098,1.12
Montana,2019-05-25,779,2019-05-18,4860,450098,1.08
Montana,2019-06-01,757,2019-05-25,4730,450098,1.05
Montana,2019-06-08,812,2019-06-01,4692,450098,1.04
Montana,2019-06-15,710,2019-06-08,4460,450098,0.99
Montana,2019-06-22,664,2019-06-15,4641,450098,1.03
Montana,2019-06-29,705,2019-06-22,4808,450098,1.07
Montana,2019-07-06,788,2019-06-29,4775,450098,1.06
Montana,2019-07-13,702,2019-07-06,5319,451864,1.18
Montana,2019-07-20,536,2019-07-13,4863,451864,1.08
Montana,2019-07-27,495,2019-07-20,4786,451864,1.06
Montana,2019-08-03,467,2019-07-27,4784,451864,1.06
Montana,2019-08-10,491,2019-08-03,4652,451864,1.03
Montana,2019-08-17,494,2019-08-10,4525,451864,1.00
Montana,2019-08-24,522,2019-08-17,4387,451864,0.97
Montana,2019-08-31,481,2019-08-24,4026,451864,0.89
Montana,2019-09-07,549,2019-08-31,3557,451864,0.79
Montana,2019-09-14,677,2019-09-07,3558,451864,0.79
Montana,2019-09-21,617,2019-09-14,3557,451864,0.79
Montana,2019-09-28,732,2019-09-21,3399,451864,0.75
Montana,2019-10-05,1078,2019-09-28,3668,451864,0.81
Montana,2019-10-12,1236,2019-10-05,3990,453040,0.88
Montana,2019-10-19,964,2019-10-12,4444,453040,0.98
Montana,2019-10-26,1020,2019-10-19,4510,453040,1.00
Montana,2019-11-02,1782,2019-10-26,4754,453040,1.05
Montana,2019-11-09,1594,2019-11-02,5846,453040,1.29
Montana,2019-11-16,1286,2019-11-09,6248,453040,1.38
Montana,2019-11-23,1525,2019-11-16,6754,453040,1.49
Montana,2019-11-30,1740,2019-11-23,7016,453040,1.55
Montana,2019-12-07,1932,2019-11-30,8870,453040,1.96
Montana,2019-12-14,1355,2019-12-07,8660,453040,1.91
Montana,2019-12-21,1541,2019-12-14,9144,453040,2.02
Montana,2019-12-28,1722,2019-12-21,8894,453040,1.96
Montana,2020-01-04,1555,2019-12-28,11056,453040,2.44
Montana,2020-01-11,1755,2020-01-04,11756,454298,2.59
Montana,2020-01-18,1236,2020-01-11,11254,454298,2.48
Montana,2020-01-25,922,2020-01-18,11830,454298,2.60
Montana,2020-02-01,902,2020-01-25,11527,454298,2.54
Montana,2020-02-08,935,2020-02-01,11489,454298,2.53
Montana,2020-02-15,921,2020-02-08,11479,454298,2.53
Montana,2020-02-22,795,2020-02-15,11308,454298,2.49
Montana,2020-02-29,695,2020-02-22,11296,454298,2.49
Montana,2020-03-07,714,2020-02-29,10782,454298,2.37
Montana,2020-03-14,817,2020-03-07,10112,454298,2.23
Montana,2020-03-21,15349,2020-03-14,9818,454298,2.16
Montana,2020-03-28,20763,2020-03-21,19099,454298,4.20
Montana,2020-04-04,21244,2020-03-28,36819,454298,8.10
Montana,2020-04-11,14275,2020-04-04,53482,455906,11.73
Montana,2020-04-18,11176,2020-04-11,65073,455906,14.27
Montana,2020-04-25,7052,2020-04-18,67473,455906,14.80
Montana,2020-05-02,4596,2020-04-25,63134,455906,13.85
Montana,2020-05-09,3762,2020-05-02,58905,455906,12.92
Montana,2020-05-16,3660,2020-05-09,53786,455906,11.80
Montana,2020-05-23,3821,2020-05-16,49917,455906,10.95
Montana,2020-05-30,3054,2020-05-23,48506,455906,10.64
Montana,2020-06-06,3078,2020-05-30,46305,455906,10.16
Montana,2020-06-13,3157,2020-06-06,44298,455906,9.72
Montana,2020-06-20,2997,2020-06-13,42681,455906,9.36
Montana,2020-06-27,2695,2020-06-20,41027,455906,9.00
Montana,2020-07-04,2788,2020-06-27,39032,455906,8.56
Montana,2020-07-11,2990,2020-07-04,39084,457148,8.55
Montana,2020-07-18,2735,2020-07-11,36715,457148,8.03
Montana,2020-07-25,2388,2020-07-18,34702,457148,7.59
Montana,2020-08-01,1875,2020-07-25,33450,457148,7.32
Montana,2020-08-08,1642,2020-08-01,27583,457148,6.03
Montana,2020-08-15,1960,2020-08-08,27840,457148,6.09
Montana,2020-08-22,2320,2020-08-15,26318,457148,5.76
Montana,2020-08-29,2532,2020-08-22,25236,457148,5.52
Montana,2020-09-05,2911,2020-08-29,24177,457148,5.29
Montana,2020-09-12,2985,2020-09-05,22976,457148,5.03
Montana,2020-09-19,3221,2020-09-12,22380,457148,4.90
Montana,2020-09-26,3253,2020-09-19,20195,457148,4.42
Montana,2020-10-03,3472,2020-09-26,19354,457148,4.23
Montana,2020-10-10,2893,2020-10-03,17794,458857,3.88
Montana,2020-10-17,2469,2020-10-10,16146,458857,3.52
Montana,2020-10-24,3181,2020-10-17,14996,458857,3.27
Montana,2020-10-31,2955,2020-10-24,15248,458857,3.32
North Carolina,2019-01-05,3675,2018-12-29,18745,4277342,0.44
North Carolina,2019-01-12,4890,2019-01-05,21268,4299156,0.49
North Carolina,2019-01-19,3738,2019-01-12,20420,4299156,0.47
North Carolina,2019-01-26,3224,2019-01-19,22376,4299156,0.52
North Carolina,2019-02-02,3458,2019-01-26,22370,4299156,0.52
North Carolina,2019-02-09,3312,2019-02-02,22048,4299156,0.51
North Carolina,2019-02-16,3217,2019-02-09,21590,4299156,0.50
North Carolina,2019-02-23,3134,2019-02-16,21475,4299156,0.50
North Carolina,2019-03-02,2883,2019-02-23,20926,4299156,0.49
North Carolina,2019-03-09,3125,2019-03-02,20561,4299156,0.48
North Carolina,2019-03-16,2668,2019-03-09,18613,4299156,0.43
North Carolina,2019-03-23,2796,2019-03-16,20023,4299156,0.47
North Carolina,2019-03-30,2772,2019-03-23,19778,4299156,0.46
North Carolina,2019-04-06,3139,2019-03-30,19429,4299156,0.45
North Carolina,2019-04-13,3052,2019-04-06,19249,4318317,0.45
North Carolina,2019-04-20,2657,2019-04-13,18705,4318317,0.43
North Carolina,2019-04-27,2834,2019-04-20,18655,4318317,0.43
North Carolina,2019-05-04,3037,2019-04-27,18520,4318317,0.43
North Carolina,2019-05-11,3211,2019-05-04,18401,4318317,0.43
North Carolina,2019-05-18,3386,2019-05-11,18717,4318317,0.43
North Carolina,2019-05-25,3409,2019-05-18,18930,4318317,0.44
North Carolina,2019-06-01,2778,2019-05-25,19177,4318317,0.44
North Carolina,2019-06-08,3247,2019-06-01,19547,4318317,0.45
North Carolina,2019-06-15,3323,2019-06-08,19616,4318317,0.45
North Carolina,2019-06-22,3252,2019-06-15,19830,4318317,0.46
North Carolina,2019-06-29,3321,2019-06-22,20079,4318317,0.46
North Carolina,2019-07-06,2679,2019-06-29,19660,4318317,0.46
North Carolina,2019-07-13,3397,2019-07-06,20582,4338577,0.47
North Carolina,2019-07-20,3264,2019-07-13,20353,4338577,0.47
North Carolina,2019-07-27,3105,2019-07-20,20746,4338577,0.48
North Carolina,2019-08-03,3371,2019-07-27,20795,4338577,0.48
North Carolina,2019-08-10,3158,2019-08-03,20870,4338577,0.48
North Carolina,2019-08-17,3014,2019-08-10,20487,4338577,0.47
North Carolina,2019-08-24,2877,2019-08-17,20112,4338577,0.46
North Carolina,2019-08-31,3041,2019-08-24,19361,4338577,0.45
North Carolina,2019-09-07,2661,2019-08-31,18604,4338577,0.43
North Carolina,2019-09-14,3172,2019-09-07,18805,4338577,0.43
North Carolina,2019-09-21,3104,2019-09-14,18589,4338577,0.43
North Carolina,2019-09-28,3142,2019-09-21,18393,4338577,0.42
North Carolina,2019-10-05,3766,2019-09-28,18629,4338577,0.43
North Carolina,2019-10-12,3222,2019-10-05,18495,4362309,0.42
North Carolina,2019-10-19,3377,2019-10-12,18711,4362309,0.43
North Carolina,2019-10-26,3283,2019-10-19,18942,4362309,0.43
North Carolina,2019-11-02,3307,2019-10-26,19215,4362309,0.44
North Carolina,2019-11-09,3494,2019-11-02,18994,4362309,0.44
North Carolina,2019-11-16,3105,2019-11-09,19365,4362309,0.44
North Carolina,2019-11-23,3523,2019-11-16,19513,4362309,0.45
North Carolina,2019-11-30,2182,2019-11-23,18952,4362309,0.43
North Carolina,2019-12-07,3843,2019-11-30,19694,4362309,0.45
North Carolina,2019-12-14,3649,2019-12-07,19806,4362309,0.45
North Carolina,2019-12-21,3586,2019-12-14,20382,4362309,0.47
North Carolina,2019-12-28,2126,2019-12-21,19533,4362309,0.45
North Carolina,2020-01-04,3508,2019-12-28,20848,4362309,0.48
North Carolina,2020-01-11,4628,2020-01-04,21239,4381417,0.48
North Carolina,2020-01-18,4217,2020-01-11,22247,4381417,0.51
North Carolina,2020-01-25,3344,2020-01-18,22415,4381417,0.51
North Carolina,2020-02-01,3611,2020-01-25,22342,4381417,0.51
North Carolina,2020-02-08,3326,2020-02-01,22044,4381417,0.50
North Carolina,2020-02-15,3094,2020-02-08,21972,4381417,0.50
North Carolina,2020-02-22,2852,2020-02-15,21630,4381417,0.49
North Carolina,2020-02-29,1767,2020-02-22,21188,4381417,0.48
North Carolina,2020-03-07,2575,2020-02-29,20196,4381417,0.46
North Carolina,2020-03-14,3533,2020-03-07,19683,4381417,0.45
North Carolina,2020-03-21,94083,2020-03-14,20652,4381417,0.47
North Carolina,2020-03-28,172145,2020-03-21,75220,4381417,1.72
North Carolina,2020-04-04,137422,2020-03-28,245692,4381417,5.61
North Carolina,2020-04-11,140155,2020-04-04,362989,4402750,8.24
North Carolina,2020-04-18,106266,2020-04-11,468283,4402750,10.64
North Carolina,2020-04-25,98941,2020-04-18,555039,4402750,12.61
North Carolina,2020-05-02,85956,2020-04-25,591045,4402750,13.42
North Carolina,2020-05-09,57354,2020-05-02,619809,4402750,14.08
North Carolina,2020-05-16,46913,2020-05-09,605709,4402750,13.76
North Carolina,2020-05-23,44202,2020-05-16,564068,4402750,12.81
North Carolina,2020-05-30,37047,2020-05-23,547988,4402750,12.45
North Carolina,2020-06-06,33865,2020-05-30,537652,4402750,12.21
North Carolina,2020-06-13,32188,2020-06-06,524787,4402750,11.92
North Carolina,2020-06-20,29199,2020-06-13,529343,4402750,12.02
North Carolina,2020-06-27,29580,2020-06-20,463568,4402750,10.53
North Carolina,2020-07-04,27937,2020-06-27,412353,4402750,9.37
North Carolina,2020-07-11,28108,2020-07-04,365770,4423164,8.27
North Carolina,2020-07-18,29204,2020-07-11,327363,4423164,7.40
North Carolina,2020-07-25,26995,2020-07-18,315116,4423164,7.12
North Carolina,2020-08-01,16503,2020-07-25,283907,4423164,6.42
North Carolina,2020-08-08,14328,2020-08-01,242813,4423164,5.49
North Carolina,2020-08-15,17388,2020-08-08,218265,4423164,4.93
North Carolina,2020-08-22,13680,2020-08-15,191822,4423164,4.34
North Carolina,2020-08-29,13297,2020-08-22,178019,4423164,4.02
North Carolina,2020-09-05,14147,2020-08-29,169754,4423164,3.84
North Carolina,2020-09-12,13437,2020-09-05,151318,4423164,3.42
North Carolina,2020-09-19,13406,2020-09-12,145078,4423164,3.28
North Carolina,2020-09-26,12627,2020-09-19,134154,4423164,3.03
North Carolina,2020-10-03,15534,2020-09-26,127447,4423164,2.88
North Carolina,2020-10-10,13172,2020-10-03,108833,4437138,2.45
North Carolina,2020-10-17,12119,2020-10-10,103618,4437138,2.34
North Carolina,2020-10-24,9903,2020-10-17,96919,4437138,2.18
North Carolina,2020-10-31,8338,2020-10-24,91510,4437138,2.06
North Dakota,2019-01-05,964,2018-12-29,5754,405169,1.42
North Dakota,2019-01-12,1230,2019-01-05,6102,405557,1.50
North Dakota,2019-01-19,658,2019-01-12,6406,405557,1.58
North Dakota,2019-01-26,533,2019-01-19,6532,405557,1.61
North Dakota,2019-02-02,553,2019-01-26,6742,405557,1.66
North Dakota,2019-02-09,574,2019-02-02,6941,405557,1.71
North Dakota,2019-02-16,470,2019-02-09,7035,405557,1.73
North Dakota,2019-02-23,340,2019-02-16,6853,405557,1.69
North Dakota,2019-03-02,327,2019-02-23,6708,405557,1.65
North Dakota,2019-03-09,313,2019-03-02,6498,405557,1.60
North Dakota,2019-03-16,288,2019-03-09,6161,405557,1.52
North Dakota,2019-03-23,211,2019-03-16,5891,405557,1.45
North Dakota,2019-03-30,266,2019-03-23,5407,405557,1.33
North Dakota,2019-04-06,272,2019-03-30,5013,405557,1.24
North Dakota,2019-04-13,272,2019-04-06,4454,406719,1.10
North Dakota,2019-04-20,217,2019-04-13,3757,406719,0.92
North Dakota,2019-04-27,313,2019-04-20,3270,406719,0.80
North Dakota,2019-05-04,278,2019-04-27,2446,406719,0.60
North Dakota,2019-05-11,522,2019-05-04,2217,406719,0.55
North Dakota,2019-05-18,300,2019-05-11,2139,406719,0.53
North Dakota,2019-05-25,328,2019-05-18,1803,406719,0.44
North Dakota,2019-06-01,452,2019-05-25,1791,406719,0.44
North Dakota,2019-06-08,327,2019-06-01,1989,406719,0.49
North Dakota,2019-06-15,253,2019-06-08,1970,406719,0.48
North Dakota,2019-06-22,290,2019-06-15,1942,406719,0.48
North Dakota,2019-06-29,376,2019-06-22,1940,406719,0.48
North Dakota,2019-07-06,497,2019-06-29,2093,406719,0.51
North Dakota,2019-07-13,335,2019-07-06,2426,408192,0.59
North Dakota,2019-07-20,273,2019-07-13,2157,408192,0.53
North Dakota,2019-07-27,214,2019-07-20,2199,408192,0.54
North Dakota,2019-08-03,204,2019-07-27,2130,408192,0.52
North Dakota,2019-08-10,229,2019-08-03,1975,408192,0.48
North Dakota,2019-08-17,211,2019-08-10,1905,408192,0.47
North Dakota,2019-08-24,540,2019-08-17,1802,408192,0.44
North Dakota,2019-08-31,239,2019-08-24,2014,408192,0.49
North Dakota,2019-09-07,233,2019-08-31,1816,408192,0.44
North Dakota,2019-09-14,252,2019-09-07,1657,408192,0.41
North Dakota,2019-09-21,205,2019-09-14,1528,408192,0.37
North Dakota,2019-09-28,197,2019-09-21,1289,408192,0.32
North Dakota,2019-10-05,312,2019-09-28,1249,408192,0.31
North Dakota,2019-10-12,268,2019-10-05,1317,409901,0.32
North Dakota,2019-10-19,326,2019-10-12,1311,409901,0.32
North Dakota,2019-10-26,430,2019-10-19,1437,409901,0.35
North Dakota,2019-11-02,631,2019-10-26,1623,409901,0.40
North Dakota,2019-11-09,650,2019-11-02,2010,409901,0.49
North Dakota,2019-11-16,761,2019-11-09,2009,409901,0.49
North Dakota,2019-11-23,739,2019-11-16,2503,409901,0.61
North Dakota,2019-11-30,697,2019-11-23,2785,409901,0.68
North Dakota,2019-12-07,1004,2019-11-30,3334,409901,0.81
North Dakota,2019-12-14,1128,2019-12-07,3803,409901,0.93
North Dakota,2019-12-21,1016,2019-12-14,4540,409901,1.11
North Dakota,2019-12-28,961,2019-12-21,4729,409901,1.15
North Dakota,2020-01-04,836,2019-12-28,5785,409901,1.41
North Dakota,2020-01-11,1530,2020-01-04,6171,411624,1.50
North Dakota,2020-01-18,785,2020-01-11,6809,411624,1.65
North Dakota,2020-01-25,543,2020-01-18,7179,411624,1.74
North Dakota,2020-02-01,447,2020-01-25,6782,411624,1.65
North Dakota,2020-02-08,526,2020-02-01,6838,411624,1.66
North Dakota,2020-02-15,457,2020-02-08,6924,411624,1.68
North Dakota,2020-02-22,435,2020-02-15,6886,411624,1.67
North Dakota,2020-02-29,363,2020-02-22,6795,411624,1.65
North Dakota,2020-03-07,423,2020-02-29,6543,411624,1.59
North Dakota,2020-03-14,415,2020-03-07,6349,411624,1.54
North Dakota,2020-03-21,5662,2020-03-14,6169,411624,1.50
North Dakota,2020-03-28,11818,2020-03-21,8534,411624,2.07
North Dakota,2020-04-04,15125,2020-03-28,16036,411624,3.90
North Dakota,2020-04-11,9502,2020-04-04,24554,412797,5.95
North Dakota,2020-04-18,8065,2020-04-11,33563,412797,8.13
North Dakota,2020-04-25,6274,2020-04-18,35513,412797,8.60
North Dakota,2020-05-02,4044,2020-04-25,35827,412797,8.68
North Dakota,2020-05-09,2753,2020-05-02,35921,412797,8.70
North Dakota,2020-05-16,2619,2020-05-09,32399,412797,7.85
North Dakota,2020-05-23,2978,2020-05-16,31100,412797,7.53
North Dakota,2020-05-30,2315,2020-05-23,30806,412797,7.46
North Dakota,2020-06-06,2252,2020-05-30,29855,412797,7.23
North Dakota,2020-06-13,2073,2020-06-06,29103,412797,7.05
North Dakota,2020-06-20,1821,2020-06-13,28736,412797,6.96
North Dakota,2020-06-27,1511,2020-06-20,28446,412797,6.89
North Dakota,2020-07-04,1720,2020-06-27,27021,412797,6.55
North Dakota,2020-07-11,1532,2020-07-04,27625,413529,6.68
North Dakota,2020-07-18,1915,2020-07-11,25974,413529,6.28
North Dakota,2020-07-25,1203,2020-07-18,24988,413529,6.04
North Dakota,2020-08-01,979,2020-07-25,23739,413529,5.74
North Dakota,2020-08-08,776,2020-08-01,20483,413529,4.95
North Dakota,2020-08-15,855,2020-08-08,18072,413529,4.37
North Dakota,2020-08-22,720,2020-08-15,16327,413529,3.95
North Dakota,2020-08-29,804,2020-08-22,14910,413529,3.61
North Dakota,2020-09-05,947,2020-08-29,13723,413529,3.32
North Dakota,2020-09-12,719,2020-09-05,12798,413529,3.09
North Dakota,2020-09-19,792,2020-09-12,12120,413529,2.93
North Dakota,2020-09-26,856,2020-09-19,11388,413529,2.75
North Dakota,2020-10-03,841,2020-09-26,10275,413529,2.48
North Dakota,2020-10-10,1045,2020-10-03,9107,413795,2.20
North Dakota,2020-10-17,1043,2020-10-10,8065,413795,1.95
North Dakota,2020-10-24,1223,2020-10-17,7297,413795,1.76
North Dakota,2020-10-31,1265,2020-10-24,7061,413795,1.71
Nebraska,2019-01-05,1282,2018-12-29,7517,958635,0.78
Nebraska,2019-01-12,1245,2019-01-05,7741,958335,0.81
Nebraska,2019-01-19,1181,2019-01-12,7077,958335,0.74
Nebraska,2019-01-26,1115,2019-01-19,6974,958335,0.73
Nebraska,2019-02-02,1061,2019-01-26,7333,958335,0.77
Nebraska,2019-02-09,866,2019-02-02,7498,958335,0.78
Nebraska,2019-02-16,730,2019-02-09,7449,958335,0.78
Nebraska,2019-02-23,708,2019-02-16,7409,958335,0.77
Nebraska,2019-03-02,742,2019-02-23,7326,958335,0.76
Nebraska,2019-03-09,724,2019-03-02,7263,958335,0.76
Nebraska,2019-03-16,788,2019-03-09,7071,958335,0.74
Nebraska,2019-03-23,730,2019-03-16,6899,958335,0.72
Nebraska,2019-03-30,663,2019-03-23,6063,958335,0.63
Nebraska,2019-04-06,589,2019-03-30,5078,958335,0.53
Nebraska,2019-04-13,566,2019-04-06,4272,960218,0.44
Nebraska,2019-04-20,758,2019-04-13,3822,960218,0.40
Nebraska,2019-04-27,497,2019-04-20,3645,960218,0.38
Nebraska,2019-05-04,563,2019-04-27,3305,960218,0.34
Nebraska,2019-05-11,688,2019-05-04,3105,960218,0.32
Nebraska,2019-05-18,658,2019-05-11,3204,960218,0.33
Nebraska,2019-05-25,868,2019-05-18,3148,960218,0.33
Nebraska,2019-06-01,996,2019-05-25,3337,960218,0.35
Nebraska,2019-06-08,910,2019-06-01,3747,960218,0.39
Nebraska,2019-06-15,712,2019-06-08,3891,960218,0.41
Nebraska,2019-06-22,648,2019-06-15,3913,960218,0.41
Nebraska,2019-06-29,998,2019-06-22,3908,960218,0.41
Nebraska,2019-07-06,788,2019-06-29,4270,960218,0.44
Nebraska,2019-07-13,546,2019-07-06,4578,961261,0.48
Nebraska,2019-07-20,562,2019-07-13,4006,961261,0.42
Nebraska,2019-07-27,523,2019-07-20,3995,961261,0.42
Nebraska,2019-08-03,546,2019-07-27,3939,961261,0.41
Nebraska,2019-08-10,721,2019-08-03,3868,961261,0.40
Nebraska,2019-08-17,522,2019-08-10,3803,961261,0.40
Nebraska,2019-08-24,484,2019-08-17,3069,961261,0.32
Nebraska,2019-08-31,886,2019-08-24,2756,961261,0.29
Nebraska,2019-09-07,468,2019-08-31,3092,961261,0.32
Nebraska,2019-09-14,448,2019-09-07,3023,961261,0.31
Nebraska,2019-09-21,441,2019-09-14,2586,961261,0.27
Nebraska,2019-09-28,364,2019-09-21,2237,961261,0.23
Nebraska,2019-10-05,383,2019-09-28,2282,961261,0.24
Nebraska,2019-10-12,626,2019-10-05,1689,963465,0.18
Nebraska,2019-10-19,510,2019-10-12,2146,963465,0.22
Nebraska,2019-10-26,526,2019-10-19,1984,963465,0.21
Nebraska,2019-11-02,642,2019-10-26,1821,963465,0.19
Nebraska,2019-11-09,756,2019-11-02,1683,963465,0.17
Nebraska,2019-11-16,729,2019-11-09,1662,963465,0.17
Nebraska,2019-11-23,1098,2019-11-16,2485,963465,0.26
Nebraska,2019-11-30,996,2019-11-23,3354,963465,0.35
Nebraska,2019-12-07,1150,2019-11-30,3442,963465,0.36
Nebraska,2019-12-14,1087,2019-12-07,3099,963465,0.32
Nebraska,2019-12-21,1211,2019-12-14,3499,963465,0.36
Nebraska,2019-12-28,1818,2019-12-21,3745,963465,0.39
Nebraska,2020-01-04,1099,2019-12-28,5165,963465,0.54
Nebraska,2020-01-11,1171,2020-01-04,5694,962725,0.59
Nebraska,2020-01-18,988,2020-01-11,4940,962725,0.51
Nebraska,2020-01-25,960,2020-01-18,5107,962725,0.53
Nebraska,2020-02-01,833,2020-01-25,5884,962725,0.61
Nebraska,2020-02-08,675,2020-02-01,5693,962725,0.59
Nebraska,2020-02-15,537,2020-02-08,5804,962725,0.60
Nebraska,2020-02-22,493,2020-02-15,5780,962725,0.60
Nebraska,2020-02-29,502,2020-02-22,6286,962725,0.65
Nebraska,2020-03-07,501,2020-02-29,5581,962725,0.58
Nebraska,2020-03-14,795,2020-03-07,5076,962725,0.53
Nebraska,2020-03-21,15700,2020-03-14,4859,962725,0.50
Nebraska,2020-03-28,24725,2020-03-21,16641,962725,1.73
Nebraska,2020-04-04,27054,2020-03-28,38921,962725,4.04
Nebraska,2020-04-11,16279,2020-04-04,60416,965476,6.26
Nebraska,2020-04-18,12222,2020-04-11,72078,965476,7.47
Nebraska,2020-04-25,8229,2020-04-18,76628,965476,7.94
Nebraska,2020-05-02,6418,2020-04-25,68882,965476,7.13
Nebraska,2020-05-09,6362,2020-05-02,68089,965476,7.05
Nebraska,2020-05-16,5839,2020-05-09,62962,963512,6.53
Nebraska,2020-05-23,5812,2020-05-16,61604,963512,6.39
Nebraska,2020-05-30,5083,2020-05-23,62465,963512,6.48
Nebraska,2020-06-06,4697,2020-05-30,60479,963512,6.28
Nebraska,2020-06-13,4868,2020-06-06,57402,963512,5.96
Nebraska,2020-06-20,4406,2020-06-13,57246,963512,5.94
Nebraska,2020-06-27,4203,2020-06-20,56831,963512,5.90
Nebraska,2020-07-04,5803,2020-06-27,58199,963512,6.04
Nebraska,2020-07-11,7911,2020-07-04,56954,964840,5.90
Nebraska,2020-07-18,3989,2020-07-11,53151,964840,5.51
Nebraska,2020-07-25,3656,2020-07-18,47311,964840,4.90
Nebraska,2020-08-01,2946,2020-07-25,46361,964840,4.81
Nebraska,2020-08-08,2724,2020-08-01,39144,964840,4.06
Nebraska,2020-08-15,3268,2020-08-08,32095,964840,3.33
Nebraska,2020-08-22,2802,2020-08-15,30160,964840,3.13
Nebraska,2020-08-29,2461,2020-08-22,26257,964840,2.72
Nebraska,2020-09-05,2552,2020-08-29,26145,964840,2.71
Nebraska,2020-09-12,2727,2020-09-05,22344,964840,2.32
Nebraska,2020-09-19,3132,2020-09-12,21588,964840,2.24
Nebraska,2020-09-26,3001,2020-09-19,19895,964840,2.06
Nebraska,2020-10-03,3259,2020-09-26,19027,964840,1.97
Nebraska,2020-10-10,3243,2020-10-03,16461,966634,1.70
Nebraska,2020-10-17,2934,2020-10-10,14921,966634,1.54
Nebraska,2020-10-24,2421,2020-10-17,13742,966634,1.42
Nebraska,2020-10-31,2476,2020-10-24,14317,966634,1.48
New Hampshire,2019-01-05,808,2018-12-29,4744,647193,0.73
New Hampshire,2019-01-12,808,2019-01-05,4644,648384,0.72
New Hampshire,2019-01-19,671,2019-01-12,4694,648384,0.72
New Hampshire,2019-01-26,629,2019-01-19,4810,648384,0.74
New Hampshire,2019-02-02,583,2019-01-26,4742,648384,0.73
New Hampshire,2019-02-09,588,2019-02-02,4714,648384,0.73
New Hampshire,2019-02-16,498,2019-02-09,4690,648384,0.72
New Hampshire,2019-02-23,371,2019-02-16,4601,648384,0.71
New Hampshire,2019-03-02,919,2019-02-23,4636,648384,0.72
New Hampshire,2019-03-09,572,2019-03-02,5010,648384,0.77
New Hampshire,2019-03-16,518,2019-03-09,4484,648384,0.69
New Hampshire,2019-03-23,516,2019-03-16,4240,648384,0.65
New Hampshire,2019-03-30,433,2019-03-23,4284,648384,0.66
