State,Filed week ended,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate
Georgia,2020-06-20,125725,2020-06-13,669735,4388404,15.26
Georgia,2020-06-27,117485,2020-06-20,661233,4388404,15.07
Georgia,2020-07-04,105160,2020-06-27,619947,4388404,14.13
Georgia,2020-07-11,138452,2020-07-04,792717,4406223,17.99
Georgia,2020-07-18,122313,2020-07-11,703153,4406223,15.96
Georgia,2020-07-25,84984,2020-07-18,636912,4406223,14.45
Georgia,2020-08-01,73931,2020-07-25,633988,4406223,14.39
Georgia,2020-08-08,62335,2020-08-01,572455,4406223,12.99
Georgia,2020-08-15,58099,2020-08-08,555479,4406223,12.61
Georgia,2020-08-22,56768,2020-08-15,553713,4406223,12.57
Georgia,2020-08-29,51283,2020-08-22,535406,4406223,12.15
Georgia,2020-09-05,50320,2020-08-29,523143,4406223,11.87
Georgia,2020-09-12,42085,2020-09-05,498813,4406223,11.32
Georgia,2020-09-19,49421,2020-09-12,536886,4406223,12.18
Georgia,2020-09-26,43526,2020-09-19,478732,4406223,10.86
Georgia,2020-10-03,44874,2020-09-26,445039,4406223,10.10
Georgia,2020-10-10,54166,2020-10-03,409602,4419929,9.27
Georgia,2020-10-17,44892,2020-10-10,367949,4419929,8.32
Georgia,2020-10-24,43695,2020-10-17,336738,4419929,7.62
Georgia,2020-10-31,37253,2020-10-24,302039,4419929,6.83
Hawaii,2019-01-05,1903,2018-12-29,5233,620087,0.84
Hawaii,2019-01-12,1720,2019-01-05,7979,621166,1.28
Hawaii,2019-01-19,1203,2019-01-12,7278,621166,1.17
Hawaii,2019-01-26,1084,2019-01-19,6967,621166,1.12
Hawaii,2019-02-02,1283,2019-01-26,6936,621166,1.12
Hawaii,2019-02-09,1171,2019-02-02,6894,621166,1.11
Hawaii,2019-02-16,1154,2019-02-09,6743,621166,1.09
Hawaii,2019-02-23,1196,2019-02-16,6901,621166,1.11
Hawaii,2019-03-02,1278,2019-02-23,6900,621166,1.11
Hawaii,2019-03-09,1133,2019-03-02,6661,621166,1.07
Hawaii,2019-03-16,1155,2019-03-09,6602,621166,1.06
Hawaii,2019-03-23,1055,2019-03-16,6552,621166,1.05
Hawaii,2019-03-30,1249,2019-03-23,6646,621166,1.07
Hawaii,2019-04-06,1285,2019-03-30,6624,621166,1.07
Hawaii,2019-04-13,1128,2019-04-06,6579,621965,1.06
Hawaii,2019-04-20,989,2019-04-13,6301,621965,1.01
Hawaii,2019-04-27,1274,2019-04-20,6605,621965,1.06
Hawaii,2019-05-04,1120,2019-04-27,6513,621965,1.05
Hawaii,2019-05-11,1229,2019-05-04,6645,621965,1.07
Hawaii,2019-05-18,1242,2019-05-11,6690,621965,1.08
Hawaii,2019-05-25,1203,2019-05-18,6824,621965,1.10
Hawaii,2019-06-01,994,2019-05-25,6553,621965,1.05
Hawaii,2019-06-08,1571,2019-06-01,6940,621965,1.12
Hawaii,2019-06-15,1303,2019-06-08,7170,621965,1.15
Hawaii,2019-06-22,1280,2019-06-15,7289,621965,1.17
Hawaii,2019-06-29,1086,2019-06-22,6957,621965,1.12
Hawaii,2019-07-06,1439,2019-06-29,7451,621965,1.20
Hawaii,2019-07-13,1320,2019-07-06,7322,622901,1.18
Hawaii,2019-07-20,1068,2019-07-13,7233,622901,1.16
Hawaii,2019-07-27,1062,2019-07-20,6835,622901,1.10
Hawaii,2019-08-03,1136,2019-07-27,6855,622901,1.10
Hawaii,2019-08-10,1217,2019-08-03,6698,622901,1.08
Hawaii,2019-08-17,1011,2019-08-10,6377,622901,1.02
Hawaii,2019-08-24,1136,2019-08-17,6546,622901,1.05
Hawaii,2019-08-31,1058,2019-08-24,6319,622901,1.01
Hawaii,2019-09-07,1080,2019-08-31,6359,622901,1.02
Hawaii,2019-09-14,1141,2019-09-07,6324,622901,1.02
Hawaii,2019-09-21,936,2019-09-14,6318,622901,1.01
Hawaii,2019-09-28,1033,2019-09-21,5893,622901,0.95
Hawaii,2019-10-05,1268,2019-09-28,6019,622901,0.97
Hawaii,2019-10-12,1150,2019-10-05,5910,623074,0.95
Hawaii,2019-10-19,1298,2019-10-12,6306,623074,1.01
Hawaii,2019-10-26,1123,2019-10-19,5704,623074,0.92
Hawaii,2019-11-02,955,2019-10-26,5863,623074,0.94
Hawaii,2019-11-09,1131,2019-11-02,5764,623074,0.93
Hawaii,2019-11-16,976,2019-11-09,5805,623074,0.93
Hawaii,2019-11-23,1120,2019-11-16,5779,623074,0.93
Hawaii,2019-11-30,963,2019-11-23,5916,623074,0.95
Hawaii,2019-12-07,1435,2019-11-30,6199,623074,0.99
Hawaii,2019-12-14,1052,2019-12-07,5903,623074,0.95
Hawaii,2019-12-21,1110,2019-12-14,5693,623074,0.91
Hawaii,2019-12-28,1245,2019-12-21,5767,623074,0.93
Hawaii,2020-01-04,1825,2019-12-28,6813,623074,1.09
Hawaii,2020-01-11,1826,2020-01-04,7849,621949,1.26
Hawaii,2020-01-18,1234,2020-01-11,6623,621949,1.06
Hawaii,2020-01-25,1014,2020-01-18,6407,621949,1.03
Hawaii,2020-02-01,1135,2020-01-25,6070,621949,0.98
Hawaii,2020-02-08,1137,2020-02-01,6205,621949,1.00
Hawaii,2020-02-15,1199,2020-02-08,6121,621949,0.98
Hawaii,2020-02-22,1020,2020-02-15,6223,621949,1.00
Hawaii,2020-02-29,1049,2020-02-22,5951,621949,0.96
Hawaii,2020-03-07,1275,2020-02-29,6047,621949,0.97
Hawaii,2020-03-14,1589,2020-03-07,6204,621949,1.00
Hawaii,2020-03-21,8817,2020-03-14,6477,621949,1.04
Hawaii,2020-03-28,48596,2020-03-21,10997,621949,1.77
Hawaii,2020-04-04,53102,2020-03-28,32226,621949,5.18
Hawaii,2020-04-11,34717,2020-04-04,48305,621474,7.77
Hawaii,2020-04-18,26591,2020-04-11,72261,621474,11.63
Hawaii,2020-04-25,22496,2020-04-18,68637,621474,11.04
Hawaii,2020-05-02,15177,2020-04-25,88110,621474,14.18
Hawaii,2020-05-09,12329,2020-05-02,110922,621474,17.85
Hawaii,2020-05-16,10964,2020-05-09,145711,621474,23.45
Hawaii,2020-05-23,9140,2020-05-16,128086,621474,20.61
Hawaii,2020-05-30,7702,2020-05-23,124939,621474,20.10
Hawaii,2020-06-06,7338,2020-05-30,125568,621474,20.20
Hawaii,2020-06-13,7248,2020-06-06,114119,621474,18.36
Hawaii,2020-06-20,7178,2020-06-13,132466,621474,21.31
Hawaii,2020-06-27,8193,2020-06-20,128990,621474,20.76
Hawaii,2020-07-04,7648,2020-06-27,123633,621474,19.89
Hawaii,2020-07-11,7668,2020-07-04,128650,620739,20.73
Hawaii,2020-07-18,7581,2020-07-11,130769,620739,21.07
Hawaii,2020-07-25,5885,2020-07-18,130209,620739,20.98
Hawaii,2020-08-01,5049,2020-07-25,131338,620739,21.16
Hawaii,2020-08-08,5296,2020-08-01,123924,620739,19.96
Hawaii,2020-08-15,5493,2020-08-08,123282,620739,19.86
Hawaii,2020-08-22,5775,2020-08-15,115430,620739,18.60
Hawaii,2020-08-29,6748,2020-08-22,126112,620739,20.32
Hawaii,2020-09-05,7464,2020-08-29,126406,620739,20.36
Hawaii,2020-09-12,7307,2020-09-05,123117,620739,19.83
Hawaii,2020-09-19,6757,2020-09-12,132614,620739,21.36
Hawaii,2020-09-26,5682,2020-09-19,124618,620739,20.08
Hawaii,2020-10-03,5083,2020-09-26,111316,620739,17.93
Hawaii,2020-10-10,4873,2020-10-03,92670,621065,14.92
Hawaii,2020-10-17,5104,2020-10-10,78239,621065,12.60
Hawaii,2020-10-24,4906,2020-10-17,70491,621065,11.35
Hawaii,2020-10-31,4689,2020-10-24,61220,621065,9.86
Idaho,2019-01-05,2328,2018-12-29,11690,700263,1.67
Idaho,2019-01-12,2533,2019-01-05,11931,705966,1.69
Idaho,2019-01-19,1833,2019-01-12,11276,705966,1.60
Idaho,2019-01-26,1426,2019-01-19,11417,705966,1.62
Idaho,2019-02-02,1451,2019-01-26,11404,705966,1.62
Idaho,2019-02-09,1530,2019-02-02,11124,705966,1.58
Idaho,2019-02-16,1461,2019-02-09,11236,705966,1.59
Idaho,2019-02-23,1419,2019-02-16,11234,705966,1.59
Idaho,2019-03-02,1325,2019-02-23,11217,705966,1.59
Idaho,2019-03-09,1157,2019-03-02,10833,705966,1.53
Idaho,2019-03-16,1043,2019-03-09,9697,705966,1.37
Idaho,2019-03-23,1104,2019-03-16,8666,705966,1.23
Idaho,2019-03-30,1191,2019-03-23,8011,705966,1.13
Idaho,2019-04-06,917,2019-03-30,7427,705966,1.05
Idaho,2019-04-13,948,2019-04-06,6471,711825,0.91
Idaho,2019-04-20,917,2019-04-13,6070,711825,0.85
Idaho,2019-04-27,784,2019-04-20,5718,711825,0.80
Idaho,2019-05-04,822,2019-04-27,5412,711825,0.76
Idaho,2019-05-11,736,2019-05-04,5143,711825,0.72
Idaho,2019-05-18,724,2019-05-11,4740,711825,0.67
Idaho,2019-05-25,859,2019-05-18,4454,711825,0.63
Idaho,2019-06-01,995,2019-05-25,4471,711825,0.63
Idaho,2019-06-08,988,2019-06-01,4555,711825,0.64
Idaho,2019-06-15,834,2019-06-08,4536,711825,0.64
Idaho,2019-06-22,740,2019-06-15,4621,711825,0.65
Idaho,2019-06-29,866,2019-06-22,4668,711825,0.66
Idaho,2019-07-06,1083,2019-06-29,4676,711825,0.66
Idaho,2019-07-13,772,2019-07-06,5209,717744,0.73
Idaho,2019-07-20,649,2019-07-13,5005,717744,0.70
Idaho,2019-07-27,649,2019-07-20,5103,717744,0.71
Idaho,2019-08-03,643,2019-07-27,4663,717744,0.65
Idaho,2019-08-10,742,2019-08-03,4671,717744,0.65
Idaho,2019-08-17,755,2019-08-10,4551,717744,0.63
Idaho,2019-08-24,701,2019-08-17,4404,717744,0.61
Idaho,2019-08-31,700,2019-08-24,4245,717744,0.59
Idaho,2019-09-07,733,2019-08-31,3881,717744,0.54
Idaho,2019-09-14,637,2019-09-07,3584,717744,0.50
Idaho,2019-09-21,661,2019-09-14,3432,717744,0.48
Idaho,2019-09-28,654,2019-09-21,3376,717744,0.47
Idaho,2019-10-05,712,2019-09-28,3418,717744,0.48
Idaho,2019-10-12,826,2019-10-05,3540,722812,0.49
Idaho,2019-10-19,883,2019-10-12,3525,722812,0.49
Idaho,2019-10-26,887,2019-10-19,3646,722812,0.50
Idaho,2019-11-02,966,2019-10-26,3790,722812,0.52
Idaho,2019-11-09,1289,2019-11-02,3995,722812,0.55
Idaho,2019-11-16,1255,2019-11-09,4331,722812,0.60
Idaho,2019-11-23,1197,2019-11-16,4590,722812,0.64
Idaho,2019-11-30,1567,2019-11-23,5014,722812,0.69
Idaho,2019-12-07,2274,2019-11-30,5488,722812,0.76
Idaho,2019-12-14,2462,2019-12-07,7019,722812,0.97
Idaho,2019-12-21,1972,2019-12-14,7357,722812,1.02
Idaho,2019-12-28,2191,2019-12-21,8072,722812,1.12
Idaho,2020-01-04,2957,2019-12-28,8854,722812,1.22
Idaho,2020-01-11,2131,2020-01-04,11483,727996,1.58
Idaho,2020-01-18,2172,2020-01-11,11931,727996,1.64
Idaho,2020-01-25,1821,2020-01-18,11833,727996,1.63
Idaho,2020-02-01,1446,2020-01-25,11337,727996,1.56
Idaho,2020-02-08,1443,2020-02-01,11389,727996,1.56
Idaho,2020-02-15,1356,2020-02-08,11334,727996,1.56
Idaho,2020-02-22,1114,2020-02-15,11275,727996,1.55
Idaho,2020-02-29,998,2020-02-22,10587,727996,1.45
Idaho,2020-03-07,938,2020-02-29,10167,727996,1.40
Idaho,2020-03-14,1031,2020-03-07,9336,727996,1.28
Idaho,2020-03-21,13586,2020-03-14,7869,727996,1.08
Idaho,2020-03-28,32941,2020-03-21,15523,727996,2.13
Idaho,2020-04-04,30904,2020-03-28,35915,727996,4.93
Idaho,2020-04-11,18531,2020-04-04,59139,733499,8.06
Idaho,2020-04-18,13023,2020-04-11,67722,733499,9.23
Idaho,2020-04-25,8827,2020-04-18,71416,733499,9.74
Idaho,2020-05-02,7495,2020-04-25,71794,733499,9.79
Idaho,2020-05-09,5795,2020-05-02,65478,733499,8.93
Idaho,2020-05-16,5800,2020-05-09,60121,733499,8.20
Idaho,2020-05-23,4727,2020-05-16,56692,733499,7.73
Idaho,2020-05-30,3646,2020-05-23,51035,733499,6.96
Idaho,2020-06-06,3953,2020-05-30,47779,733499,6.51
Idaho,2020-06-13,3631,2020-06-06,36764,733499,5.01
Idaho,2020-06-20,4285,2020-06-13,33060,733499,4.51
Idaho,2020-06-27,5417,2020-06-20,30886,733499,4.21
Idaho,2020-07-04,4924,2020-06-27,29090,733499,3.97
Idaho,2020-07-11,5458,2020-07-04,28766,744799,3.86
Idaho,2020-07-18,5687,2020-07-11,27622,744799,3.71
Idaho,2020-07-25,4703,2020-07-18,26445,744799,3.55
Idaho,2020-08-01,3607,2020-07-25,25369,744799,3.41
Idaho,2020-08-08,3250,2020-08-01,20263,744799,2.72
Idaho,2020-08-15,3644,2020-08-08,18772,744799,2.52
Idaho,2020-08-22,3794,2020-08-15,16414,744799,2.20
Idaho,2020-08-29,3686,2020-08-22,14423,744799,1.94
Idaho,2020-09-05,3804,2020-08-29,13021,744799,1.75
Idaho,2020-09-12,3672,2020-09-05,11510,744799,1.55
Idaho,2020-09-19,3437,2020-09-12,10708,744799,1.44
Idaho,2020-09-26,2995,2020-09-19,9895,744799,1.33
Idaho,2020-10-03,2955,2020-09-26,9144,744799,1.23
Idaho,2020-10-10,3519,2020-10-03,8386,744780,1.13
Idaho,2020-10-17,3293,2020-10-10,8215,744780,1.10
Idaho,2020-10-24,3863,2020-10-17,8024,744780,1.08
Idaho,2020-10-31,3919,2020-10-24,8124,744780,1.09
Illinois,2019-01-05,11838,2018-12-29,117562,5879922,2.00
Illinois,2019-01-12,12561,2019-01-05,136601,5879922,2.32
Illinois,2019-01-19,11347,2019-01-12,129588,5879922,2.20
Illinois,2019-01-26,10695,2019-01-19,131817,5879922,2.24
Illinois,2019-02-02,10755,2019-01-26,131871,5879922,2.24
Illinois,2019-02-09,9340,2019-02-02,135768,5879922,2.31
Illinois,2019-02-16,7520,2019-02-09,135273,5879922,2.30
Illinois,2019-02-23,7446,2019-02-16,134364,5879922,2.29
Illinois,2019-03-02,8005,2019-02-23,129924,5879922,2.21
Illinois,2019-03-09,11573,2019-03-02,129116,5879922,2.20
Illinois,2019-03-16,7987,2019-03-09,125462,5879922,2.13
Illinois,2019-03-23,7933,2019-03-16,131314,5879922,2.23
Illinois,2019-03-30,9230,2019-03-23,119434,5879922,2.03
Illinois,2019-04-06,8876,2019-03-30,119157,5879922,2.03
Illinois,2019-04-13,7728,2019-04-06,110245,5892968,1.87
Illinois,2019-04-20,8141,2019-04-13,105530,5892968,1.79
Illinois,2019-04-27,7310,2019-04-20,93622,5892968,1.59
Illinois,2019-05-04,9320,2019-04-27,95884,5892968,1.63
Illinois,2019-05-11,8836,2019-05-04,86531,5892968,1.47
Illinois,2019-05-18,7382,2019-05-11,91243,5892968,1.55
Illinois,2019-05-25,7666,2019-05-18,84526,5892968,1.43
Illinois,2019-06-01,8551,2019-05-25,83430,5892968,1.42
Illinois,2019-06-08,10583,2019-06-01,82329,5892968,1.40
Illinois,2019-06-15,8838,2019-06-08,84805,5892968,1.44
Illinois,2019-06-22,8100,2019-06-15,87646,5892968,1.49
Illinois,2019-06-29,8038,2019-06-22,86622,5892968,1.47
Illinois,2019-07-06,9137,2019-06-29,86321,5892968,1.46
Illinois,2019-07-13,7249,2019-07-06,85669,5895016,1.45
Illinois,2019-07-20,7986,2019-07-13,93884,5895016,1.59
Illinois,2019-07-27,10355,2019-07-20,88602,5895016,1.50
Illinois,2019-08-03,7546,2019-07-27,90901,5895016,1.54
Illinois,2019-08-10,7209,2019-08-03,94060,5895016,1.60
Illinois,2019-08-17,6991,2019-08-10,88531,5895016,1.50
Illinois,2019-08-24,7376,2019-08-17,85032,5895016,1.44
Illinois,2019-08-31,11104,2019-08-24,83897,5895016,1.42
Illinois,2019-09-07,7180,2019-08-31,77872,5895016,1.32
Illinois,2019-09-14,6614,2019-09-07,86352,5895016,1.46
Illinois,2019-09-21,6538,2019-09-14,76349,5895016,1.30
Illinois,2019-09-28,6793,2019-09-21,74877,5895016,1.27
Illinois,2019-10-05,8465,2019-09-28,72490,5895016,1.23
Illinois,2019-10-12,7543,2019-10-05,73458,5902475,1.24
Illinois,2019-10-19,7551,2019-10-12,75028,5902475,1.27
Illinois,2019-10-26,8307,2019-10-19,75332,5902475,1.28
Illinois,2019-11-02,10705,2019-10-26,75398,5902475,1.28
Illinois,2019-11-09,11015,2019-11-02,78200,5902475,1.32
Illinois,2019-11-16,13989,2019-11-09,80616,5902475,1.37
Illinois,2019-11-23,11266,2019-11-16,85441,5902475,1.45
Illinois,2019-11-30,10233,2019-11-23,90255,5902475,1.53
Illinois,2019-12-07,14798,2019-11-30,95414,5902475,1.62
Illinois,2019-12-14,15076,2019-12-07,99001,5902475,1.68
Illinois,2019-12-21,16669,2019-12-14,107512,5902475,1.82
Illinois,2019-12-28,16537,2019-12-21,109102,5902475,1.85
Illinois,2020-01-04,11779,2019-12-28,125348,5902475,2.12
Illinois,2020-01-11,12703,2020-01-04,136523,5910898,2.31
Illinois,2020-01-18,14807,2020-01-11,133967,5910898,2.27
Illinois,2020-01-25,9762,2020-01-18,131469,5910898,2.22
Illinois,2020-02-01,9343,2020-01-25,143239,5910898,2.42
Illinois,2020-02-08,9794,2020-02-01,130900,5910898,2.21
Illinois,2020-02-15,8045,2020-02-08,133765,5910898,2.26
Illinois,2020-02-22,11812,2020-02-15,131171,5910898,2.22
Illinois,2020-02-29,8980,2020-02-22,132123,5910898,2.24
Illinois,2020-03-07,8727,2020-02-29,136396,5910898,2.31
Illinois,2020-03-14,11305,2020-03-07,130293,5910898,2.20
Illinois,2020-03-21,126716,2020-03-14,125422,5910898,2.12
Illinois,2020-03-28,185575,2020-03-21,132058,5910898,2.23
Illinois,2020-04-04,202157,2020-03-28,263018,5910898,4.45
Illinois,2020-04-11,140787,2020-04-04,452826,5914575,7.66
Illinois,2020-04-18,118996,2020-04-11,569200,5914575,9.62
Illinois,2020-04-25,101322,2020-04-18,681002,5914575,11.51
Illinois,2020-05-02,74476,2020-04-25,695971,5914575,11.77
Illinois,2020-05-09,72671,2020-05-02,755912,5914575,12.78
Illinois,2020-05-16,72780,2020-05-09,733542,5914575,12.40
Illinois,2020-05-23,58263,2020-05-16,762367,5914575,12.89
Illinois,2020-05-30,46385,2020-05-23,719779,5914575,12.17
Illinois,2020-06-06,44606,2020-05-30,741738,5914575,12.54
Illinois,2020-06-13,44694,2020-06-06,710279,5914575,12.01
Illinois,2020-06-20,46276,2020-06-13,705839,5914575,11.93
Illinois,2020-06-27,45752,2020-06-20,676722,5914575,11.44
Illinois,2020-07-04,39015,2020-06-27,667460,5914575,11.29
Illinois,2020-07-11,38261,2020-07-04,664763,5917347,11.23
Illinois,2020-07-18,36435,2020-07-11,655951,5917347,11.09
Illinois,2020-07-25,33230,2020-07-18,648727,5917347,10.96
Illinois,2020-08-01,25274,2020-07-25,631032,5917347,10.66
Illinois,2020-08-08,22934,2020-08-01,617131,5917347,10.43
Illinois,2020-08-15,22406,2020-08-08,604288,5917347,10.21
Illinois,2020-08-22,26262,2020-08-15,593305,5917347,10.03
Illinois,2020-08-29,26194,2020-08-22,558651,5917347,9.44
Illinois,2020-09-05,25478,2020-08-29,552436,5917347,9.34
Illinois,2020-09-12,27384,2020-09-05,507880,5917347,8.58
Illinois,2020-09-19,25976,2020-09-12,536818,5917347,9.07
Illinois,2020-09-26,29390,2020-09-19,502314,5917347,8.49
Illinois,2020-10-03,36267,2020-09-26,483981,5917347,8.18
Illinois,2020-10-10,47528,2020-10-03,447060,5919664,7.55
Illinois,2020-10-17,46948,2020-10-10,402230,5919664,6.79
Illinois,2020-10-24,53138,2020-10-17,379952,5919664,6.42
Illinois,2020-10-31,73515,2020-10-24,342745,5919664,5.79
Indiana,2019-01-05,4578,2018-12-29,19267,2998303,0.64
Indiana,2019-01-12,4835,2019-01-05,20110,3005853,0.67
Indiana,2019-01-19,3840,2019-01-12,19918,3005853,0.66
Indiana,2019-01-26,3467,2019-01-19,20599,3005853,0.69
Indiana,2019-02-02,3317,2019-01-26,20753,3005853,0.69
Indiana,2019-02-09,3462,2019-02-02,23149,3005853,0.77
Indiana,2019-02-16,2441,2019-02-09,22293,3005853,0.74
Indiana,2019-02-23,2367,2019-02-16,22075,3005853,0.73
Indiana,2019-03-02,2423,2019-02-23,21253,3005853,0.71
Indiana,2019-03-09,2845,2019-03-02,20910,3005853,0.70
Indiana,2019-03-16,2088,2019-03-09,20682,3005853,0.69
Indiana,2019-03-23,2069,2019-03-16,19668,3005853,0.65
Indiana,2019-03-30,2033,2019-03-23,18100,3005853,0.60
Indiana,2019-04-06,3038,2019-03-30,18760,3005853,0.62
Indiana,2019-04-13,2370,2019-04-06,15723,3014893,0.52
Indiana,2019-04-20,2719,2019-04-13,16019,3014893,0.53
Indiana,2019-04-27,2200,2019-04-20,16047,3014893,0.53
Indiana,2019-05-04,2086,2019-04-27,13584,3014893,0.45
Indiana,2019-05-11,2049,2019-05-04,13502,3014893,0.45
Indiana,2019-05-18,2009,2019-05-11,13278,3014893,0.44
Indiana,2019-05-25,1905,2019-05-18,13336,3014893,0.44
Indiana,2019-06-01,2101,2019-05-25,13170,3014893,0.44
Indiana,2019-06-08,2821,2019-06-01,13854,3014893,0.46
Indiana,2019-06-15,2120,2019-06-08,13273,3014893,0.44
Indiana,2019-06-22,1960,2019-06-15,13321,3014893,0.44
Indiana,2019-06-29,2225,2019-06-22,13105,3014893,0.43
Indiana,2019-07-06,2090,2019-06-29,12945,3014893,0.43
Indiana,2019-07-13,3527,2019-07-06,13592,3022665,0.45
Indiana,2019-07-20,2283,2019-07-13,13902,3022665,0.46
Indiana,2019-07-27,2051,2019-07-20,13393,3022665,0.44
Indiana,2019-08-03,2129,2019-07-27,13247,3022665,0.44
Indiana,2019-08-10,2518,2019-08-03,13823,3022665,0.46
Indiana,2019-08-17,2043,2019-08-10,13427,3022665,0.44
Indiana,2019-08-24,1989,2019-08-17,13161,3022665,0.44
Indiana,2019-08-31,1979,2019-08-24,13207,3022665,0.44
Indiana,2019-09-07,1986,2019-08-31,12948,3022665,0.43
Indiana,2019-09-14,2001,2019-09-07,13126,3022665,0.43
Indiana,2019-09-21,2797,2019-09-14,12826,3022665,0.42
Indiana,2019-09-28,2319,2019-09-21,12951,3022665,0.43
Indiana,2019-10-05,2672,2019-09-28,13636,3022665,0.45
Indiana,2019-10-12,2749,2019-10-05,13394,3034091,0.44
Indiana,2019-10-19,2116,2019-10-12,13234,3034091,0.44
Indiana,2019-10-26,2138,2019-10-19,13667,3034091,0.45
Indiana,2019-11-02,2381,2019-10-26,13749,3034091,0.45
Indiana,2019-11-09,3064,2019-11-02,13582,3034091,0.45
Indiana,2019-11-16,2725,2019-11-09,13328,3034091,0.44
Indiana,2019-11-23,3053,2019-11-16,14219,3034091,0.47
Indiana,2019-11-30,2312,2019-11-23,13544,3034091,0.45
Indiana,2019-12-07,4033,2019-11-30,15473,3034091,0.51
Indiana,2019-12-14,3411,2019-12-07,15516,3034091,0.51
Indiana,2019-12-21,3911,2019-12-14,17011,3034091,0.56
Indiana,2019-12-28,3418,2019-12-21,17756,3034091,0.59
Indiana,2020-01-04,4434,2019-12-28,20062,3034091,0.66
Indiana,2020-01-11,4890,2020-01-04,21524,3039304,0.71
Indiana,2020-01-18,3741,2020-01-11,21626,3039304,0.71
Indiana,2020-01-25,2956,2020-01-18,21366,3039304,0.70
Indiana,2020-02-01,3016,2020-01-25,22017,3039304,0.72
Indiana,2020-02-08,2725,2020-02-01,22212,3039304,0.73
Indiana,2020-02-15,2556,2020-02-08,22352,3039304,0.74
Indiana,2020-02-22,2979,2020-02-15,22913,3039304,0.75
Indiana,2020-02-29,2276,2020-02-22,22994,3039304,0.76
Indiana,2020-03-07,2223,2020-02-29,22586,3039304,0.74
Indiana,2020-03-14,2596,2020-03-07,21473,3039304,0.71
Indiana,2020-03-21,59755,2020-03-14,20778,3039304,0.68
Indiana,2020-03-28,139174,2020-03-21,28987,3039304,0.95
Indiana,2020-04-04,127010,2020-03-28,71737,3039304,2.36
Indiana,2020-04-11,113755,2020-04-04,147583,3041986,4.85
Indiana,2020-04-18,72756,2020-04-11,206386,3041986,6.78
Indiana,2020-04-25,55774,2020-04-18,253929,3041986,8.35
Indiana,2020-05-02,42290,2020-04-25,271248,3041986,8.92
Indiana,2020-05-09,29668,2020-05-02,285460,3041986,9.38
Indiana,2020-05-16,29436,2020-05-09,270385,3041986,8.89
Indiana,2020-05-23,25523,2020-05-16,253536,3041986,8.33
Indiana,2020-05-30,22914,2020-05-23,233869,3041986,7.69
Indiana,2020-06-06,22931,2020-05-30,221056,3041986,7.27
Indiana,2020-06-13,24017,2020-06-06,211255,3041986,6.94
Indiana,2020-06-20,29331,2020-06-13,201242,3041986,6.62
Indiana,2020-06-27,44827,2020-06-20,191288,3041986,6.29
Indiana,2020-07-04,22102,2020-06-27,183968,3041986,6.05
Indiana,2020-07-11,28360,2020-07-04,190169,3046268,6.24
Indiana,2020-07-18,17911,2020-07-11,190854,3046268,6.27
Indiana,2020-07-25,20129,2020-07-18,228226,3046268,7.49
Indiana,2020-08-01,12551,2020-07-25,223895,3046268,7.35
Indiana,2020-08-08,10624,2020-08-01,199336,3046268,6.54
Indiana,2020-08-15,11569,2020-08-08,183083,3046268,6.01
Indiana,2020-08-22,10597,2020-08-15,170341,3046268,5.59
Indiana,2020-08-29,10779,2020-08-22,164569,3046268,5.40
Indiana,2020-09-05,11255,2020-08-29,158742,3046268,5.21
Indiana,2020-09-12,13245,2020-09-05,164615,3046268,5.40
Indiana,2020-09-19,11702,2020-09-12,161143,3046268,5.29
Indiana,2020-09-26,10209,2020-09-19,150463,3046268,4.94
Indiana,2020-10-03,10076,2020-09-26,129538,3046268,4.25
Indiana,2020-10-10,17916,2020-10-03,118930,3034402,3.92
Indiana,2020-10-17,15421,2020-10-10,113496,3034402,3.74
Indiana,2020-10-24,13407,2020-10-17,103977,3034402,3.43
Indiana,2020-10-31,13413,2020-10-24,96385,3034402,3.18
Iowa,2019-01-05,4300,2018-12-29,31173,1519868,2.05
Iowa,2019-01-12,4395,2019-01-05,30334,1520724,1.99
Iowa,2019-01-19,3127,2019-01-12,29093,1520724,1.91
Iowa,2019-01-26,3728,2019-01-19,29509,1520724,1.94
Iowa,2019-02-02,4142,2019-01-26,31177,1520724,2.05
Iowa,2019-02-09,2679,2019-02-02,33539,1520724,2.21
Iowa,2019-02-16,1983,2019-02-09,31633,1520724,2.08
Iowa,2019-02-23,2179,2019-02-16,31257,1520724,2.06
Iowa,2019-03-02,2309,2019-02-23,30786,1520724,2.02
Iowa,2019-03-09,2232,2019-03-02,30964,1520724,2.04
Iowa,2019-03-16,2348,2019-03-09,30334,1520724,1.99
Iowa,2019-03-23,2272,2019-03-16,29330,1520724,1.93
Iowa,2019-03-30,1882,2019-03-23,26969,1520724,1.77
Iowa,2019-04-06,1780,2019-03-30,23639,1520724,1.55
Iowa,2019-04-13,1836,2019-04-06,20317,1523830,1.33
Iowa,2019-04-20,1823,2019-04-13,18430,1523830,1.21
Iowa,2019-04-27,1997,2019-04-20,15793,1523830,1.04
Iowa,2019-05-04,2673,2019-04-27,14645,1523830,0.96
Iowa,2019-05-11,2204,2019-05-04,15317,1523830,1.01
Iowa,2019-05-18,1959,2019-05-11,14100,1523830,0.93
Iowa,2019-05-25,2128,2019-05-18,13501,1523830,0.89
Iowa,2019-06-01,2195,2019-05-25,13632,1523830,0.89
